Author_ID|Author_name|Comment_number|Sentence_number|Domain_Relevance|Sentiment|Entity|Attribute|Sentence|Source_file|Annotator
Rahul-Shankar|Rahul Shankar|457|1|9|0|f|g|tl;dr: A rigid dichotomy between organic and conventional agriculture does not appear to be practical at this time.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|1|9|0|cf|g|tl;dr: A rigid dichotomy between organic and conventional agriculture does not appear to be practical at this time.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|1|0|nan|nan|nan|tl;dr: A rigid dichotomy between organic and conventional agriculture does not appear to be practical at this time.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|2|9|0|f|g|A middle path that focuses on convential methods, organic farming as well as low-input or eco-agriculture seems to be the most pragmatic approach at present.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|2|9|0|cf|g|A middle path that focuses on convential methods, organic farming as well as low-input or eco-agriculture seems to be the most pragmatic approach at present.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|3|9|0|f|av|A team of University of Michigan researchers ran two models to try and understand the changes in yield if we were to shift to a solely organic approach.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|4|9|0|f|g|The first model applied the yield ratio from organic farming for the developed world to the entire planet and the second model applied was more nuanced approach and considered yield rations from both developed and developing nations.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|5|9|0|f|av|[1] (They based these models on a global dataset of ratios that suggest that organic farming yields less than conventional approaches in the developed world while the opposite is true in the developing world i.e.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|5|9|0|cf|av|[1] (They based these models on a global dataset of ratios that suggest that organic farming yields less than conventional approaches in the developed world while the opposite is true in the developing world i.e.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|6|0|nan|nan|nan|yields were boosted.)|quora.json|abhilasha
"Rahul-Shankar|Rahul Shankar|457|7|0|nan|nan|nan|""""""We were all surprised by what we found", said Catherine Badgley," a Michigan paleoecologist who was one of the lead researchers.""|quora.json|abhilasha"
"Rahul-Shankar|Rahul Shankar|457|8|0|nan|nan|nan|""The first model yielded 2","641 kilocalories (""""calories"""") per person per day", just under the world's current production of 2,786 calories but significantly higher than the average caloric requirement for a healthy person of between 2,200 and 2,"500.""|quora.json|abhilasha"
Rahul-Shankar|Rahul Shankar|457|9|0|nan|nan|nan|The second model yielded 4,381 calories per person per day, 75 percent greater than current availability-and a quantity that could theoretically sustain a much larger human population than is currently supported on the world's farmland.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|10|9|0|f|av|This research when read independently appears extrenely heartening however there are some non-trivial challenges that exist if we want to sustain the earth's population solely with organic farming methods.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|11|0|nan|nan|nan|Sadly this has become a highly politicized issue.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|12|0|nan|nan|nan|There are fierce proponents of both sides and it difficult to guage what the correct answer is.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|13|0|nan|nan|nan|In reading about the subject I have come upon contrasting answers from seemingly strong and independent sources; for instance faculty at Harvard, Berkley and the University of Michigan among others.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|14|0|nan|nan|nan|I'll try to share some of popular arguments and counter-arguments here.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|15|9|n|cf|c|Environmental considerations - The excessive quantities of nitrogen fertilizers used in conventional farms in the United States has resulted in 'dead zones' in the Gulf of Mexico as well as of countries like India, Australia and Brazil.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|16|0|nan|nan|nan|[2] Stopping the use of fertilizers entirely however is probably not the answer.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|17|9|0|f|av|Certified organic cropland was about 0.6% of the total U.S. cropland in 2008.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|18|9|0|f|av|[3] If we were to attempt to switch the other 99+ percent to organic this would require a lot more organic fertiziler i.e.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|18|9|n|f|c|[3] If we were to attempt to switch the other 99+ percent to organic this would require a lot more organic fertiziler i.e.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|19|0|nan|nan|nan|This requires a large increase in cattle production and thus a corresponding increase in land for pasture.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|20|0|nan|nan|nan|The result would ostensibly be mass deforestation.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|21|0|nan|nan|nan|Not the answer we are looking for.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|22|9|p|f|e|This helps add some perspective to the assumption that organic farming is perfect for the environment.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|23|0|nan|nan|nan|There is of course a counter argument here.|quora.json|abhilasha
"Rahul-Shankar|Rahul Shankar|457|24|0|nan|nan|nan|""Certain researchers have argued that a distinction needs to be made between """"green manure and animal manure"""".""|quora.json|abhilasha"
Rahul-Shankar|Rahul Shankar|457|25|0|nan|nan|nan|Green manure implies the greater use of notrogen fixing crops and biologically available nitrogen sources like nitrogen fixing bacteria to make up for the dependance on animal manure.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|26|0|nan|nan|nan|Again, the two arguments are so disparate at present that it is difficult to see which one is true.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|27|9|0|f|g|Challenges in the developing world - Most of our discussions of organic farming tend to focus on the United States and Europe.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|28|9|0|f|g|Organic farming and locally grown produce is all the rage all over the United States however this does not always translate to the more impoverished parts of the world.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|29|0|nan|nan|nan|Technical indicators like production, yield, income and prices need to studied to understand what the best approach to be followed is.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|30|9|0|g|g|Many impoverished nations use farming methods that lack technology and chemicals not by choice but due to the problems of cost and access.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|30|9|0|cg|g|Many impoverished nations use farming methods that lack technology and chemicals not by choice but due to the problems of cost and access.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|31|9|p|g|av|The ends up being 'organic' due to lack of options.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|32|9|0|f|g|I head to Eastern Market, a popular farmer's market in Detroit, almost every week.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|33|0|nan|nan|nan|I absolutely love it.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|34|9|n|g|p|But try and picture this in countries in Africa and farmers do not have the same access to cities where people are flocking to buy their products at premium prices.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|35|9|n|g|p|Costs associated with transportation means that they sell their products at low costs and end up surviving at subsistence levels.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|36|9|p|g|g|There are of course instances of successful adoption of organic farming.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|37|9|p|f|av|Studies in the Maikaal district India have shown that cotton yields due to organic farming have been greater than commercial techniques and have benefited the socio-economic status of farmers.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|37|9|n|cf|av|Studies in the Maikaal district India have shown that cotton yields due to organic farming have been greater than commercial techniques and have benefited the socio-economic status of farmers.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|38|0|nan|nan|nan|[1] What is the way forward?|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|39|9|0|f|g|The need of the hour seems to be an investment in training and education around the benefits of low-input agriculture as well as organic farming.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|40|0|nan|nan|nan|We as society need to deromanticize the idea that farming techniques as they were practiced centuries ago is somehow the solution.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|41|9|0|g|g|The 'local and organic' tag needs to be dropped if we need to head in the right direction.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|42|9|0|f|g|Organic farming is a relatively sophisticated system that combines age old wisdom with modern innovation.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|43|9|p|f|c|The even more practical low-input or eco agriculture approach is effectively a middle ground approach that uses many organic farming techniques while using a much smaller percentage of chemicals than conventional techniques.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|43|9|n|cf|c|The even more practical low-input or eco agriculture approach is effectively a middle ground approach that uses many organic farming techniques while using a much smaller percentage of chemicals than conventional techniques.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|44|0|nan|nan|nan|Unfortunately, answering this question with an actual population figure is difficult to do.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|45|0|nan|nan|nan|However given the current state of affairs, I believe a best of both worlds approach is necessary.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|46|0|nan|nan|nan|Note - I am not an expert on the subject, just an arm chair observer.|quora.json|abhilasha
Rahul-Shankar|Rahul Shankar|457|47|0|nan|nan|nan|If there are any glaring errors in my answer please let me know.|quora.json|abhilasha
"Rahul-Shankar|Rahul Shankar|457|48|0|nan|nan|nan|""[1] <URL>"""" [2] <URL>"""" [3] <URL>""""""|quora.json|abhilasha"
Scott-Strough|Scott Strough|458|1|0|nan|nan|nan|There is one glaring error, but probably not your fault.|quora.json|abhilasha
Scott-Strough|Scott Strough|458|2|9|0|f|c|“If we were to attempt to switch the other 99+ percent to organic this would require a lot more organic fertiziler i.e.|quora.json|abhilasha
Scott-Strough|Scott Strough|458|3|0|nan|nan|nan|This requires a large increase in cattle production and thus a corresponding increase in land for pasture.” Actually if you stopped raising animals in confinement then you would need far less land for corn and soy.|quora.json|abhilasha
Scott-Strough|Scott Strough|458|4|0|nan|nan|nan|Net effect is LESS land and manure needed.|quora.json|abhilasha
"Chris-Loughnane|Chris Loughnane|461|1|9|0|f|g|""Is that allowed for """"organic"""" chicken?""|quora.json|abhilasha"
Merredith-Branscombe|Merredith Branscombe|462|1|9|0|c|g|If you're in the western United States, check out Natural Grocers.|quora.json|abhilasha
Merredith-Branscombe|Merredith Branscombe|462|2|9|0|c|ll|They *only* sell USDA Certified organic produce (no conventional produce, period).|quora.json|abhilasha
Merredith-Branscombe|Merredith Branscombe|462|3|9|p|c|s|They also will not carry any product with artificial colors, flavors, hormones, antibiotics...|quora.json|abhilasha
Merredith-Branscombe|Merredith Branscombe|462|4|0|nan|nan|nan|I'm forgetting one, but you get the idea.|quora.json|abhilasha
Merredith-Branscombe|Merredith Branscombe|462|5|9|n|gg|g|As to the dangers of GM foods; they actually are dangerous, on many different levels, micro *and* macro.|quora.json|abhilasha
Merredith-Branscombe|Merredith Branscombe|462|6|9|0|c|g|(They are convenient, but one day we may look back and realized we sacrificed a lot in the name of convenience) Here's a link to the Natural Grocers post on the subject of Prop.|quora.json|abhilasha
"Merredith-Branscombe|Merredith Branscombe|462|7|9|0|gg|g|""37"," about labelling GM foods: <URL>""""""|quora.json|abhilasha"
Patrick-Daly-34|Patrick Daly|465|1|9|n|f|av|In most cases organic crops are only 1/3 the product output of modern conventional farming.|quora.json|abhilasha
Patrick-Daly-34|Patrick Daly|465|1|9|p|cf|av|In most cases organic crops are only 1/3 the product output of modern conventional farming.|quora.json|abhilasha
Patrick-Daly-34|Patrick Daly|465|2|0|nan|nan|nan|Therefore we need to allocate 3 times the land for the same amount of food.|quora.json|abhilasha
Patrick-Daly-34|Patrick Daly|465|3|9|p|cf|e|If conservation of land is considered eco-friendly, then conventional farming wins.|quora.json|abhilasha
Patrick-Daly-34|Patrick Daly|465|4|9|0|cf|c|On the other hand, if conventional farmers don't adhere to the proper use of their modern tools like pesticides, herbicides and fertilizer applications, then the ecology will be adversely affected.|quora.json|abhilasha
Patrick-Daly-34|Patrick Daly|465|4|0|nan|nan|nan|On the other hand, if conventional farmers don't adhere to the proper use of their modern tools like pesticides, herbicides and fertilizer applications, then the ecology will be adversely affected.|quora.json|abhilasha
Patrick-Daly-34|Patrick Daly|465|5|0|nan|nan|nan|Looking more in-depth on fertilizer and comparing the cost of shipping manure and urea as sources of nitrogen, the most important of the nutrients.|quora.json|abhilasha
Patrick-Daly-34|Patrick Daly|465|6|0|nan|nan|nan|A 50 ft long, hi-roof rail car has a maximum capacity of 100 tons.|quora.json|abhilasha
